LeftFrameNumber LeftFrameNumberRaw LeftSeconds LeftPupilX LeftPupilY LeftPupilWidth LeftPupilHeight LeftPupilAngle LeftIrisRadius LeftTorsion LeftUpperEyelid LeftLowerEyelid LeftDataQuality LeftCR1X LeftCR1Y LeftCR2X LeftCR2Y LeftCR3X LeftCR3Y LeftCR4X LeftCR4Y LeftCR5X LeftCR5Y RightFrameNumber RightFrameNumberRaw RightSeconds RightPupilX RightPupilY RightPupilWidth RightPupilHeight RightPupilAngle RightIrisRadius RightTorsion RightUpperEyelid RightLowerEyelid RightDataQuality RightCR1X RightCR1Y RightCR2X RightCR2Y RightCR3X RightCR3Y RightCR4X RightCR4Y RightCR5X RightCR5Y AccelerometerX AccelerometerY AccelerometerZ GyroX GyroY GyroZ MagnetometerX MagnetometerY MagnetometerZ Int0 Int1 Int2 Int3 Int4 Int5 Int6 Int7 Double0 Double1 Double2 Double3 Double4 Double5 Double6 Double7 DebugTimeGrabbedLeft DebugTimeGrabbedRight DebugTimeProcessed
44809 1318 13.3131 95.0210 86.3597 53.2455 60.9602 -61.8699 80.0000 NaN 0.0000 0.0000 0.0000 128.5763 102.1356 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44809 1318 13.3131 140.8138 70.8889 49.4443 56.5710 -57.8801 80.0000 NaN 0.0000 0.0000 0.0000 158.0781 85.5469 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.6720 699.3477 699.6842
44810 1319 13.3232 95.0373 86.4486 53.3856 60.8875 -61.3996 80.0000 NaN 0.0000 0.0000 0.0000 128.5345 102.0862 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44810 1319 13.3232 140.7975 70.9630 49.5749 56.4494 -57.6073 80.0000 NaN 0.0000 0.0000 0.0000 158.0781 85.5469 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.6892 699.3636 699.6995
44811 1320 13.3333 95.0435 86.4250 53.3453 60.9232 -61.5676 80.0000 NaN 0.0000 0.0000 0.0000 128.5345 102.0862 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44811 1320 13.3333 140.8535 71.0105 49.6017 56.4159 -57.5364 80.0000 NaN 0.0000 0.0000 0.0000 158.0781 85.5469 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.7050 699.3791 699.7094
44812 1321 13.3434 95.0362 86.3641 53.3781 60.9839 -62.0124 80.0000 NaN 0.0000 0.0000 0.0000 128.5614 102.0175 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44812 1321 13.3434 140.8102 70.9071 49.5103 56.7442 -58.3528 80.0000 NaN 0.0000 0.0000 0.0000 158.0781 85.5469 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.7201 699.3952 699.7231
44813 1322 13.3535 95.0024 86.3178 53.4167 60.9975 -61.4332 80.0000 NaN 0.0000 0.0000 0.0000 128.4561 101.9474 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44813 1322 13.3535 140.7194 70.9758 49.6240 56.5021 -56.8830 80.0000 NaN 0.0000 0.0000 0.0000 158.0000 85.2742 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.7351 699.4111 699.7379
44814 1323 13.3636 94.9489 86.3164 53.3797 61.0348 -61.2979 80.0000 NaN 0.0000 0.0000 0.0000 128.3750 101.9464 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44814 1323 13.3636 140.7491 70.9740 49.6242 56.4985 -56.9721 80.0000 NaN 0.0000 0.0000 0.0000 158.0000 85.2742 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.7511 699.4272 699.7547
44815 1324 13.3737 94.8729 86.2591 53.2135 61.0209 -61.8475 80.0000 NaN 0.0000 0.0000 0.0000 128.3750 101.9464 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44815 1324 13.3737 140.7928 70.9368 49.9965 56.5523 -56.4184 80.0000 NaN 0.0000 0.0000 0.0000 158.0000 85.2742 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.7661 699.4592 699.7691
44816 1325 13.3838 94.8844 86.2345 53.5277 61.0099 -61.7460 80.0000 NaN 0.0000 0.0000 0.0000 128.2982 101.9298 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44816 1325 13.3838 140.6418 70.9902 49.7036 56.5688 -56.9346 80.0000 NaN 0.0000 0.0000 0.0000 158.0000 85.2742 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.7810 699.4729 699.7850
44817 1326 13.3939 94.8527 86.3070 53.4424 61.0668 -61.8875 80.0000 NaN 0.0000 0.0000 0.0000 128.3393 101.8750 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44817 1326 13.3939 140.7759 70.9996 49.8557 56.6591 -57.2438 80.0000 NaN 0.0000 0.0000 0.0000 158.0000 85.2742 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.7962 699.4859 699.8008
44818 1327 13.4040 95.6668 86.5933 53.6517 61.0114 -61.5839 80.0000 NaN 0.0000 0.0000 0.0000 128.4182 101.8909 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44818 1327 13.4040 141.6182 71.3482 49.8967 56.6567 -56.6096 80.0000 NaN 0.0000 0.0000 0.0000 158.4590 85.7049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.8121 699.4992 699.8161
44819 1328 13.4141 95.2001 86.9909 53.8997 61.0394 -62.0461 80.0000 NaN 0.0000 0.0000 0.0000 127.8772 102.0526 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44819 1328 13.4141 141.6477 72.1574 50.1533 56.8782 -57.5873 80.0000 NaN 0.0000 0.0000 0.0000 158.6984 86.0635 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.8271 699.5210 699.8311
44820 1329 13.4242 94.6986 87.1744 53.7942 61.1814 -64.4143 80.0000 NaN 0.0000 0.0000 0.0000 127.4262 102.1148 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44820 1329 13.4242 141.8948 72.8951 50.1001 56.8050 -57.6160 80.0000 NaN 0.0000 0.0000 0.0000 158.7419 86.2581 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.8431 699.5360 699.8477
44821 1330 13.4343 94.4309 87.0671 53.7076 61.2629 -65.3885 80.0000 NaN 0.0000 0.0000 0.0000 127.1290 101.8548 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44821 1330 13.4343 142.3277 73.5722 50.3303 56.7731 -57.4969 80.0000 NaN 0.0000 0.0000 0.0000 158.9355 86.7419 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.8591 699.5511 699.8646
44822 1331 13.4444 94.3445 86.5952 53.5700 61.3970 -64.1936 80.0000 NaN 0.0000 0.0000 0.0000 126.9298 101.5263 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44822 1331 13.4444 142.6839 73.7049 50.2508 57.1731 -59.7778 80.0000 NaN 0.0000 0.0000 0.0000 159.0806 86.8548 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.8740 699.5645 699.8788
44823 1332 13.4545 94.6478 86.4989 53.9725 61.2254 -64.9261 80.0000 NaN 0.0000 0.0000 0.0000 126.8889 101.4074 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44823 1332 13.4545 143.0283 74.2344 50.4784 57.1789 -58.5036 80.0000 NaN 0.0000 0.0000 0.0000 159.2667 87.0833 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.8890 699.5821 699.8925
44824 1333 13.4646 94.7721 86.6141 54.0511 61.1975 -65.0058 80.0000 NaN 0.0000 0.0000 0.0000 126.8182 101.4364 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44824 1333 13.4646 143.2799 74.7749 50.6326 57.1215 -59.4034 80.0000 NaN 0.0000 0.0000 0.0000 159.3455 87.4545 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.9052 699.5970 699.9089
44825 1334 13.4747 95.0669 86.5886 54.2277 61.0213 -63.9590 80.0000 NaN 0.0000 0.0000 0.0000 127.0000 101.3214 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44825 1334 13.4747 143.5968 74.9332 51.0842 57.0596 -58.5920 80.0000 NaN 0.0000 0.0000 0.0000 159.3455 87.4545 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.9212 699.6095 699.9256
44826 1335 13.4848 95.4343 86.1897 54.2435 61.1992 -64.4610 80.0000 NaN 0.0000 0.0000 0.0000 127.1429 101.1607 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44826 1335 13.4848 143.8142 74.6949 50.7695 57.1185 -59.0928 80.0000 NaN 0.0000 0.0000 0.0000 159.5000 87.5000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.9371 699.6252 699.9405
44827 1336 13.4949 95.7764 86.0698 54.2554 61.1069 -63.6771 80.0000 NaN 0.0000 0.0000 0.0000 127.3448 100.9828 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44827 1336 13.4949 144.0551 74.6018 50.7753 57.1844 -57.9761 80.0000 NaN 0.0000 0.0000 0.0000 159.6727 87.5636 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.9532 699.6376 699.9563
44828 1337 13.5051 96.1259 86.1802 54.2460 61.2354 -64.3154 80.0000 NaN 0.0000 0.0000 0.0000 127.6897 101.1552 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44828 1337 13.5051 144.1529 74.8763 50.8065 57.2798 -58.2470 80.0000 NaN 0.0000 0.0000 0.0000 159.5614 87.8246 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.9689 699.6513 699.9745
44829 1338 13.5152 96.7685 86.3756 54.3175 61.1635 -64.2931 80.0000 NaN 0.0000 0.0000 0.0000 128.1035 101.4138 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44829 1338 13.5152 144.3974 75.2455 50.9067 57.1960 -57.3815 80.0000 NaN 0.0000 0.0000 0.0000 159.6949 88.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 699.9849 699.6720 699.9890
44830 1339 13.5253 97.1917 86.4087 53.9109 61.3270 -63.6597 80.0000 NaN 0.0000 0.0000 0.0000 128.4340 101.4528 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44830 1339 13.5253 144.5482 75.0999 50.8857 57.3650 -58.4857 80.0000 NaN 0.0000 0.0000 0.0000 159.7018 88.1404 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 700.0002 699.6853 700.0056
44831 1340 13.5354 97.9229 86.5536 54.0732 61.2515 -63.4514 80.0000 NaN 0.0000 0.0000 0.0000 128.7857 101.5000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44831 1340 13.5354 144.8070 75.0829 50.9897 57.2529 -58.4010 80.0000 NaN 0.0000 0.0000 0.0000 159.8983 88.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 700.0160 699.6972 700.0218
44832 1341 13.5455 98.5354 86.6239 54.1500 61.2642 -64.0666 80.0000 NaN 0.0000 0.0000 0.0000 129.4340 101.4528 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44832 1341 13.5455 145.1627 75.0734 51.1049 57.1732 -57.2563 80.0000 NaN 0.0000 0.0000 0.0000 160.1228 88.0351 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 700.0309 699.7201 700.0341
44833 1342 13.5556 99.3063 86.7009 54.2311 61.2014 -63.9455 80.0000 NaN 0.0000 0.0000 0.0000 129.7679 101.6071 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44833 1342 13.5556 145.6371 74.9690 51.0064 57.2707 -56.6358 80.0000 NaN 0.0000 0.0000 0.0000 160.4746 88.0678 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 700.0459 699.7351 700.0522
44834 1343 13.5657 99.9228 86.6437 54.0087 61.3097 -63.1588 80.0000 NaN 0.0000 0.0000 0.0000 130.3396 101.5660 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44834 1343 13.5657 146.0897 74.7724 51.0850 57.3103 -57.3675 80.0000 NaN 0.0000 0.0000 0.0000 160.5862 87.8966 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 700.0611 699.7510 700.0644
44835 1344 13.5758 100.7289 86.6535 54.0089 61.1445 -62.8588 80.0000 NaN 0.0000 0.0000 0.0000 130.8750 101.6964 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44835 1344 13.5758 146.6628 74.6639 51.1077 57.1676 -56.1695 80.0000 NaN 0.0000 0.0000 0.0000 161.0000 87.8983 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 700.0772 699.7661 700.0818
44836 1345 13.5859 101.3193 86.5161 53.8524 61.2255 -62.3485 80.0000 NaN 0.0000 0.0000 0.0000 131.3273 101.5636 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 44836 1345 13.5859 147.2123 74.3866 51.2617 57.1871 -55.6538 80.0000 NaN 0.0000 0.0000 0.0000 161.2931 87.6552 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 700.0930 699.7810 700.0982
