LeftFrameNumber LeftFrameNumberRaw LeftSeconds LeftPupilX LeftPupilY LeftPupilWidth LeftPupilHeight LeftPupilAngle LeftIrisRadius LeftTorsion LeftUpperEyelid LeftLowerEyelid LeftDataQuality LeftCR1X LeftCR1Y LeftCR2X LeftCR2Y LeftCR3X LeftCR3Y LeftCR4X LeftCR4Y LeftCR5X LeftCR5Y RightFrameNumber RightFrameNumberRaw RightSeconds RightPupilX RightPupilY RightPupilWidth RightPupilHeight RightPupilAngle RightIrisRadius RightTorsion RightUpperEyelid RightLowerEyelid RightDataQuality RightCR1X RightCR1Y RightCR2X RightCR2Y RightCR3X RightCR3Y RightCR4X RightCR4Y RightCR5X RightCR5Y AccelerometerX AccelerometerY AccelerometerZ GyroX GyroY GyroZ MagnetometerX MagnetometerY MagnetometerZ Int0 Int1 Int2 Int3 Int4 Int5 Int6 Int7 Double0 Double1 Double2 Double3 Double4 Double5 Double6 Double7 DebugTimeGrabbedLeft DebugTimeGrabbedRight DebugTimeProcessed
111738 3012 30.4242 214.5124 126.9620 54.5886 64.9625 -74.7959 80.0000 NaN 0.0000 0.0000 0.0000 193.0000 117.8769 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111738 3012 30.4242 262.2449 117.3501 59.7271 69.3448 -67.4202 80.0000 NaN 0.0000 0.0000 0.0000 223.0898 107.5513 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.0823 1768.3353 1768.3374
111739 3013 30.4343 215.1311 126.4900 54.1281 64.9341 -75.0757 80.0000 NaN 0.0000 0.0000 0.0000 193.0484 117.4839 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111739 3013 30.4343 262.7612 117.3587 59.5908 69.1347 -68.0492 80.0000 NaN 0.0000 0.0000 0.0000 223.3333 107.5256 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.0975 1768.3512 1768.3542
111740 3014 30.4444 215.5845 125.9289 53.9541 64.7618 -75.4229 80.0000 NaN 0.0000 0.0000 0.0000 193.0000 117.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111740 3014 30.4444 263.2281 117.2137 59.6774 69.1739 -68.1548 80.0000 NaN 0.0000 0.0000 0.0000 223.2785 107.5570 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.1131 1768.3673 1768.3698
111741 3015 30.4545 216.0037 125.4171 53.6632 64.7689 -76.1978 80.0000 NaN 0.0000 0.0000 0.0000 192.9565 116.7536 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111741 3015 30.4545 263.7663 117.1927 59.5089 69.0471 -68.6592 80.0000 NaN 0.0000 0.0000 0.0000 223.1707 107.4756 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.1283 1768.3832 1768.3857
111742 3016 30.4646 216.6963 124.9336 53.1708 64.9084 -76.2919 80.0000 NaN 0.0000 0.0000 0.0000 193.0870 116.1014 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111742 3016 30.4646 264.3768 117.1963 59.1776 69.0693 -67.8726 80.0000 NaN 0.0000 0.0000 0.0000 223.2857 107.3929 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.1401 1768.3982 1768.4003
111743 3017 30.4747 217.6527 124.4956 52.7833 64.8084 -76.3365 80.0000 NaN 0.0000 0.0000 0.0000 193.4861 115.8194 136.7857 98.9762 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111743 3017 30.4747 265.2132 117.1173 58.8157 68.9788 -69.0062 80.0000 NaN 0.0000 0.0000 0.0000 223.5357 107.2262 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.1546 1768.4133 1768.4155
111744 3018 30.4848 218.6035 124.2219 52.8704 64.6970 -76.6799 80.0000 NaN 0.0000 0.0000 0.0000 193.9467 115.4000 137.9775 99.6742 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111744 3018 30.4848 266.4596 116.9170 58.5178 69.1262 -69.4034 80.0000 NaN 0.0000 0.0000 0.0000 223.9053 106.9263 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.1699 1768.4293 1768.4323
111745 3019 30.4949 219.9344 123.9991 52.2111 64.9292 -76.4660 80.0000 NaN 0.0000 0.0000 0.0000 194.3600 115.1200 138.5189 102.2703 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111745 3019 30.4949 267.7765 116.9301 58.2202 69.1420 -69.6648 80.0000 NaN 0.0000 0.0000 0.0000 224.0108 106.3333 180.5208 93.9792 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.1864 1768.4453 1768.4473
111746 3020 30.5051 221.2646 123.7975 51.7655 65.0481 -76.0699 80.0000 NaN 0.0000 0.0000 0.0000 194.8333 115.0000 139.1600 103.8545 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111746 3020 30.5051 269.0852 116.9251 57.9003 69.2360 -69.8661 80.0000 NaN 0.0000 0.0000 0.0000 224.2178 106.1287 183.3163 94.2653 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.2015 1768.4614 1768.4639
111747 3021 30.5152 222.5261 123.5481 51.1491 65.2525 -76.2185 80.0000 NaN 0.0000 0.0000 0.0000 195.3924 114.7848 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111747 3021 30.5152 270.4910 116.9630 57.7292 69.2343 -70.3921 80.0000 NaN 0.0000 0.0000 0.0000 224.5321 106.0459 184.7302 96.1058 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.2225 1768.4762 1768.4796
111748 3022 30.5253 223.9332 123.2554 50.2856 65.8477 -75.4126 80.0000 NaN 0.0000 0.0000 0.0000 195.8831 114.5195 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111748 3022 30.5253 271.8655 117.1308 57.3601 69.3067 -70.3615 80.0000 NaN 0.0000 0.0000 0.0000 224.2924 105.6698 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.2374 1768.4912 1768.4940
111749 3023 30.5354 225.3719 122.7839 49.5947 66.3201 -75.5249 80.0000 NaN 0.0000 0.0000 0.0000 196.3537 114.1707 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111749 3023 30.5354 273.2756 117.3921 57.0638 69.4449 -70.5276 80.0000 NaN 0.0000 0.0000 0.0000 223.2750 104.8667 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.2537 1768.5062 1768.5101
111750 3024 30.5455 226.9359 122.2764 49.0340 66.8484 -74.4953 80.0000 NaN 0.0000 0.0000 0.0000 196.5412 113.8353 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111750 3024 30.5455 274.7406 117.5667 56.2778 69.4109 -71.7743 80.0000 NaN 0.0000 0.0000 0.0000 221.9935 103.9742 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.2708 1768.5222 1768.5244
111751 3025 30.5556 228.5234 121.9439 48.6366 68.2404 -74.4509 80.0000 NaN 0.0000 0.0000 0.0000 197.2024 113.6190 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111751 3025 30.5556 276.3265 117.7488 55.9861 69.6587 -71.7835 80.0000 NaN 0.0000 0.0000 0.0000 221.9512 103.8841 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.2859 1768.5382 1768.5428
111752 3026 30.5657 229.8460 122.1713 48.2607 67.1210 -75.3813 80.0000 NaN 0.0000 0.0000 0.0000 197.6437 113.4253 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111752 3026 30.5657 278.0420 117.8933 55.8195 69.6551 -72.2878 80.0000 NaN 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.3032 1768.5542 1768.5566
111753 3027 30.5758 231.2450 122.4806 47.5558 66.6102 -76.4112 80.0000 NaN 0.0000 0.0000 0.0000 198.1290 113.2258 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111753 3027 30.5758 279.7330 118.1193 55.4911 69.5954 -71.9434 80.0000 NaN 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.3192 1768.5703 1768.5731
111754 3028 30.5859 232.8771 122.5544 47.6671 66.3026 -75.5407 80.0000 NaN 0.0000 0.0000 0.0000 198.7553 113.2234 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111754 3028 30.5859 281.5605 118.4324 54.8876 70.2450 -73.5066 80.0000 NaN 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.3352 1768.5863 1768.5899
111755 3029 30.5960 234.4128 123.3022 46.9849 65.5855 -75.1497 80.0000 NaN 0.0000 0.0000 0.0000 199.2391 113.4130 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111755 3029 30.5960 283.4744 118.8034 54.5080 70.1868 -73.2299 80.0000 NaN 0.0000 0.0000 0.0000 220.1864 103.7966 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.3513 1768.6013 1768.6057
111756 3030 30.6061 235.8029 123.7381 46.9822 64.7688 -76.1909 80.0000 NaN 0.0000 0.0000 0.0000 199.5000 113.5000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111756 3030 30.6061 284.4739 117.7823 58.6327 73.5717 -75.8630 80.0000 NaN 0.0000 0.0000 0.0000 224.5916 103.2958 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.3673 1768.6172 1768.6351
111757 3031 30.6162 237.1678 124.5136 46.9331 63.6130 -77.7427 80.0000 NaN 0.0000 0.0000 0.0000 199.6465 113.8586 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111757 3031 30.6162 283.5414 107.1389 63.5319 97.6152 89.4742 80.0000 NaN 0.0000 0.0000 0.0000 227.3803 104.2676 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.3832 1768.6332 1768.6383
111758 3032 30.6263 238.6270 125.4012 46.7752 62.6099 -77.1748 80.0000 NaN 0.0000 0.0000 0.0000 199.9490 114.1735 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111758 3032 30.6263 285.4661 116.0361 63.4212 77.8393 -88.0035 80.0000 NaN 0.0000 0.0000 0.0000 230.1667 104.9306 213.9167 95.7500 202.1569 96.6863 193.5263 92.9474 187.3929 111.6667 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.3982 1768.6489 1768.6517
111759 3033 30.6364 239.9969 125.9049 46.1780 62.4265 -77.8399 80.0000 NaN 0.0000 0.0000 0.0000 199.3299 114.6598 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111759 3033 30.6364 288.8983 104.1117 72.0000 96.0000 90.0000 80.0000 NaN 0.0000 0.0000 0.0000 232.9733 105.4400 204.1786 97.5714 188.5000 110.6622 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.4133 1768.6635 1768.6753
111760 3034 30.6465 240.5840 126.9747 45.5068 61.7177 -82.1055 80.0000 NaN 0.0000 0.0000 0.0000 198.9897 115.0103 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111760 3034 30.6465 289.8814 104.8229 70.4000 96.0000 90.0000 80.0000 NaN 0.0000 0.0000 0.0000 234.9123 105.9123 191.9583 105.7500 169.5238 55.4762 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.4292 1768.6796 1768.6831
111761 3035 30.6566 241.5756 127.7952 45.1023 60.6581 -81.3042 80.0000 NaN 0.0000 0.0000 0.0000 198.6449 115.4019 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111761 3035 30.6566 287.7332 110.0982 63.8114 93.0510 85.4344 80.0000 NaN 0.0000 0.0000 0.0000 236.5000 106.8684 190.1667 90.1111 170.1304 56.7826 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.4452 1768.6947 1768.6983
111762 3036 30.6667 242.3014 128.3394 44.8096 60.0747 -82.7888 80.0000 NaN 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111762 3036 30.6667 291.1268 105.5521 70.4000 94.4000 90.0000 80.0000 NaN 0.0000 0.0000 0.0000 238.1923 106.8077 190.7917 90.9792 170.4583 57.2083 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.4612 1768.7101 1768.7130
111763 3037 30.6768 242.7367 128.9178 44.2356 59.3712 -85.3843 80.0000 NaN 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111763 3037 30.6768 288.4645 111.7992 67.6048 89.6841 80.5610 80.0000 NaN 0.0000 0.0000 0.0000 190.2895 91.0263 170.9231 57.7308 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.4762 1768.7261 1768.7309
111764 3038 30.6869 243.5228 129.2966 44.1577 58.7584 -85.3606 80.0000 NaN 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111764 3038 30.6869 292.1548 106.3926 68.8000 94.4000 90.0000 80.0000 NaN 0.0000 0.0000 0.0000 190.4231 91.1923 171.2857 58.4286 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.4912 1768.7421 1768.7597
111765 3039 30.6970 244.0120 129.7261 43.8704 58.1912 -85.1922 80.0000 NaN 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 111765 3039 30.6970 0.0000 0.0000 0.0000 0.0000 0.0000 80.0000 NaN 0.0000 0.0000 0.0000 190.8169 91.6197 171.4074 59.0370 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1768.5062 1768.7582 1768.7622
